Ex1 (OOP) Simulator log: stage Ex1_Buildings/B5.json,  output.csv
0.0,OOP_Ex1_Elevator_Simulator
0.0,Simulated Building, Building [-10,100]
0) ex1.Elevator_A, Elev_, id,0,  speed, 9.0, open: 1.1111111111111112,  start: 1.6666666666666667, close: 1.1111111111111112,  stop: 1.6666666666666667
1) ex1.Elevator_A, Elev_, id,1,  speed, 7.0, open: 1.4285714285714286,  start: 2.142857142857143, close: 1.4285714285714286,  stop: 2.142857142857143
2) ex1.Elevator_A, Elev_, id,2,  speed, 5.0, open: 2.0,  start: 3.0, close: 2.0,  stop: 3.0
3) ex1.Elevator_A, Elev_, id,3,  speed, 5.0, open: 2.0,  start: 3.0, close: 2.0,  stop: 3.0
4) ex1.Elevator_A, Elev_, id,4,  speed, 3.0, open: 2.0,  start: 3.0, close: 2.0,  stop: 3.0
5) ex1.Elevator_A, Elev_, id,5,  speed, 3.0, open: 2.0,  start: 3.0, close: 2.0,  stop: 3.0
6) ex1.Elevator_A, Elev_, id,6,  speed, 1.5, open: 2.0,  start: 3.0, close: 2.0,  stop: 3.0
7) ex1.Elevator_A, Elev_, id,7,  speed, 9.0, open: 1.1111111111111112,  start: 1.6666666666666667, close: 1.1111111111111112,  stop: 1.6666666666666667
8) ex1.Elevator_A, Elev_, id,8,  speed, 9.0, open: 1.1111111111111112,  start: 1.6666666666666667, close: 1.1111111111111112,  stop: 1.6666666666666667
9) ex1.Elevator_A, Elev_, id,9,  speed, 2.0, open: 2.0,  start: 3.0, close: 2.0,  stop: 3.0

0.0,Simulated Period starTime,0.0,  endTime,3719.437366,  dt,1.0
0.0,Simulated  calls,Elevator log, size: 1000
0.0,**** Simulation starts!! ****
5.0,Elevator call,4.181791417,-7,-4,1,0, got allocated to elevator, 0
5.0, elevID,0,  pos,0,  cmd, goto,-7
10.0,Elevator call,9.088234751,-8,24,1,4, got allocated to elevator, 4
10.0, elevID,4,  pos,0,  cmd, goto,-8
12.0,Elev,0,  arrived at src, -7, Elevator call,4.181791417,-7,-4,2,0
12.0, elevID,0,  pos,-7,  cmd, goto,-4
18.0,Elev,0,  arrived at dest, -4, this call is done!, Elevator call,4.181791417,-7,-4,3,0, Done, dt, 13.818208583
23.0,Elev,4,  arrived at src, -8, Elevator call,9.088234751,-8,24,2,4
23.0, elevID,4,  pos,-8,  cmd, goto,24
24.0,Elevator call,23.23592412,-5,-3,1,0, got allocated to elevator, 0
24.0, elevID,0,  pos,-4,  cmd, goto,-5
26.0,Elevator call,25.40148987,-4,86,1,7, got allocated to elevator, 7
26.0, elevID,7,  pos,0,  cmd, goto,-4
27.0,Elevator call,26.51034155,-3,-4,1,0, got allocated to elevator, 0
30.0,Elev,0,  arrived at src, -5, Elevator call,23.23592412,-5,-3,2,0
30.0, elevID,0,  pos,-5,  cmd, goto,-3
32.0,Elev,7,  arrived at src, -4, Elevator call,25.40148987,-4,86,2,7
32.0, elevID,7,  pos,-4,  cmd, goto,86
36.0,Elev,0,  arrived at dest, -3, this call is done!, Elevator call,23.23592412,-5,-3,3,0, Done, dt, 12.76407588
36.0,Elev,0,  arrived at src, -3, Elevator call,26.51034155,-3,-4,2,0
36.0, elevID,0,  pos,-3,  cmd, goto,-4
42.0,Elev,0,  arrived at dest, -4, this call is done!, Elevator call,26.51034155,-3,-4,3,0, Done, dt, 15.48965845
44.0,Elev,4,  arrived at dest, 24, this call is done!, Elevator call,9.088234751,-8,24,3,4, Done, dt, 34.911765249
48.0,Elevator call,47.13611508,-4,93,1,7, got allocated to elevator, 7
48.0,Elev,7,  arrived at dest, 86, this call is done!, Elevator call,25.40148987,-4,86,3,7, Done, dt, 22.59851013
48.0, elevID,7,  pos,86,  cmd, goto,-4
49.0,Elevator call,48.17946318,-7,5,1,9, got allocated to elevator, 9
49.0, elevID,9,  pos,0,  cmd, goto,-7
60.0,Elevator call,59.41774734,-6,16,1,4, got allocated to elevator, 4
60.0,Elevator call,59.88328914,-1,95,1,7, got allocated to elevator, 7
60.0, elevID,4,  pos,24,  cmd, goto,-6
, elevID,7,  pos,3,  cmd, stop,-1
62.0,Elevator call,61.94089619,-3,60,1,3, got allocated to elevator, 3
62.0, elevID,3,  pos,0,  cmd, goto,-3
63.0,Elev,9,  arrived at src, -7, Elevator call,48.17946318,-7,5,2,9
63.0, elevID,9,  pos,-7,  cmd, goto,5
64.0,Elev,7,  arrived at src, -1, Elevator call,59.88328914,-1,95,2,7
64.0, elevID,7,  pos,-1,  cmd, goto,-4
66.0,Elevator call,65.68076514,-2,61,1,3, got allocated to elevator, 3
, elevID,3,  pos,0,  cmd, stop,-2
70.0,Elev,7,  arrived at src, -4, Elevator call,47.13611508,-4,93,2,7
70.0, elevID,7,  pos,-4,  cmd, goto,93
73.0,Elev,3,  arrived at src, -2, Elevator call,65.68076514,-2,61,2,3
73.0, elevID,3,  pos,-2,  cmd, goto,-3
76.0,Elevator call,75.72747458,-3,78,1,0, got allocated to elevator, 0
76.0, elevID,0,  pos,-4,  cmd, goto,-3
79.0,Elev,9,  arrived at dest, 5, this call is done!, Elevator call,48.17946318,-7,5,3,9, Done, dt, 30.82053682
80.0,Elev,4,  arrived at src, -6, Elevator call,59.41774734,-6,16,2,4
80.0, elevID,4,  pos,-6,  cmd, goto,16
81.0,Elevator call,80.54056995,-1,-2,1,0, got allocated to elevator, 0
82.0,Elevator call,81.8361088,-4,71,1,1, got allocated to elevator, 1
82.0,Elev,0,  arrived at src, -3, Elevator call,75.72747458,-3,78,2,0
82.0, elevID,0,  pos,-3,  cmd, goto,-1
82.0, elevID,1,  pos,0,  cmd, goto,-4
83.0,Elevator call,82.22215324,-4,84,1,7, got allocated to elevator, 7
83.0,Elevator call,82.93671013,-4,46,1,1, got allocated to elevator, 1
84.0,Elev,3,  arrived at src, -3, Elevator call,61.94089619,-3,60,2,3
84.0, elevID,3,  pos,-3,  cmd, goto,60
87.0,Elev,7,  arrived at dest, 93, this call is done!, Elevator call,47.13611508,-4,93,3,7, Done, dt, 39.86388492
87.0, elevID,7,  pos,93,  cmd, goto,95
88.0,Elev,0,  arrived at src, -1, Elevator call,80.54056995,-1,-2,2,0
88.0, elevID,0,  pos,-1,  cmd, goto,78
90.0,Elev,1,  arrived at src, -4, Elevator call,81.8361088,-4,71,2,1
90.0,Elev,1,  arrived at src, -4, Elevator call,82.93671013,-4,46,2,1
90.0, elevID,1,  pos,-4,  cmd, goto,46
93.0,Elevator call,92.10943365,-8,49,1,3, got allocated to elevator, 3
93.0,Elev,7,  arrived at dest, 95, this call is done!, Elevator call,59.88328914,-1,95,3,7, Done, dt, 33.11671086
93.0, elevID,7,  pos,95,  cmd, goto,-4
96.0,Elevator call,95.13692147,-5,2,1,0, got allocated to elevator, 0
98.0,Elev,4,  arrived at dest, 16, this call is done!, Elevator call,59.41774734,-6,16,3,4, Done, dt, 38.58225266
103.0,Elev,0,  arrived at dest, 78, this call is done!, Elevator call,75.72747458,-3,78,3,0, Done, dt, 27.272525419999994
103.0, elevID,0,  pos,78,  cmd, goto,-2
104.0,Elevator call,103.5004013,26,49,1,4, got allocated to elevator, 4
104.0, elevID,4,  pos,16,  cmd, goto,26
105.0,Elev,1,  arrived at dest, 46, this call is done!, Elevator call,82.93671013,-4,46,3,1, Done, dt, 22.063289870000006
105.0, elevID,1,  pos,46,  cmd, goto,71
107.0,Elev,3,  arrived at dest, 60, this call is done!, Elevator call,61.94089619,-3,60,3,3, Done, dt, 45.05910381
107.0, elevID,3,  pos,60,  cmd, goto,61
110.0,Elev,7,  arrived at src, -4, Elevator call,82.22215324,-4,84,2,7
110.0, elevID,7,  pos,-4,  cmd, goto,84
116.0,Elev,1,  arrived at dest, 71, this call is done!, Elevator call,81.8361088,-4,71,3,1, Done, dt, 34.163891199999995
118.0,Elev,0,  arrived at dest, -2, this call is done!, Elevator call,80.54056995,-1,-2,3,0, Done, dt, 37.459430049999995
118.0, elevID,0,  pos,-2,  cmd, goto,-5
118.0,Elev,3,  arrived at dest, 61, this call is done!, Elevator call,65.68076514,-2,61,3,3, Done, dt, 52.319234859999995
118.0, elevID,3,  pos,61,  cmd, goto,-8
118.0,Elev,4,  arrived at src, 26, Elevator call,103.5004013,26,49,2,4
118.0, elevID,4,  pos,26,  cmd, goto,49
122.0,Elevator call,121.3434097,-5,-1,1,0, got allocated to elevator, 0
124.0,Elevator call,123.8090976,-8,-7,1,0, got allocated to elevator, 0
124.0,Elev,0,  arrived at src, -5, Elevator call,95.13692147,-5,2,2,0
124.0,Elev,0,  arrived at src, -5, Elevator call,121.3434097,-5,-1,2,0
124.0, elevID,0,  pos,-5,  cmd, goto,-8
126.0,Elev,7,  arrived at dest, 84, this call is done!, Elevator call,82.22215324,-4,84,3,7, Done, dt, 43.77784676
130.0,Elev,0,  arrived at src, -8, Elevator call,123.8090976,-8,-7,2,0
130.0, elevID,0,  pos,-8,  cmd, goto,-7
133.0,Elevator call,132.1102171,-2,-3,1,0, got allocated to elevator, 0
133.0,Elevator call,132.774248,-8,11,1,9, got allocated to elevator, 9
133.0, elevID,9,  pos,5,  cmd, goto,-8
134.0,Elevator call,133.0964944,-6,-5,1,0, got allocated to elevator, 0
136.0,Elev,0,  arrived at dest, -7, this call is done!, Elevator call,123.8090976,-8,-7,3,0, Done, dt, 12.190902399999999
136.0, elevID,0,  pos,-7,  cmd, goto,-6
136.0,Elev,4,  arrived at dest, 49, this call is done!, Elevator call,103.5004013,26,49,3,4, Done, dt, 32.49959870000001
140.0,Elevator call,139.3519589,-6,24,1,4, got allocated to elevator, 4
140.0, elevID,4,  pos,49,  cmd, goto,-6
141.0,Elevator call,140.0777448,-7,-9,1,0, got allocated to elevator, 0
